observation,series,Time (day),Measurement (ug/mL),time,measurement,unit
concentration,5sec,11.07695186,8.120180291,70.03034781,55.50362469,nM/L
concentration,5sec,11.07695186,7.870616328,70.03034781,53.79778762,nM/L
concentration,5sec,11.0865748,7.592719459,70.03037418,51.89828748,nM/L
concentration,5sec,11.23573037,14.34637928,70.03078282,98.06137581,nM/L
concentration,5sec,11.25016478,7.362738823,70.03082237,50.32630774,nM/L
concentration,5sec,11.38007448,10.69304062,70.03117829,73.08981965,nM/L
concentration,5sec,11.68319709,10.46622117,70.03200876,71.5394475,nM/L
concentration,5sec,12.00075411,10.27728833,70.03287878,70.24804052,nM/L
concentration,5sec,12.31831113,10.09046437,70.0337488,68.97104833,nM/L
concentration,5sec,12.63586816,9.905758718,70.03461882,67.70853533,nM/L
concentration,5sec,12.95342518,9.730707975,70.03548884,66.51201624,nM/L
concentration,5sec,13.2709822,9.552587653,70.03635886,65.29451574,nM/L
concentration,5sec,13.58853922,9.378937545,70.03722887,64.10757037,nM/L
concentration,5sec,13.90609625,9.209631996,70.03809889,62.95032123,nM/L
concentration,5sec,14.22365327,9.044549291,70.03896891,61.82193637,nM/L
concentration,5sec,14.54121029,8.882425695,70.03983893,60.71377782,nM/L
concentration,5sec,14.85876731,8.720958014,70.04070895,59.61010262,nM/L
concentration,5sec,15.17632434,8.564634793,70.04157897,58.54159121,nM/L
concentration,5sec,15.49388136,8.410028774,70.04244899,57.48481732,nM/L
concentration,5sec,15.81143838,8.260344409,70.04331901,56.46168427,nM/L
concentration,5sec,16.1289954,8.111231341,70.04418903,55.44245619,nM/L
concentration,5sec,16.44655243,7.963782686,70.04505905,54.43460483,nM/L
concentration,5sec,16.76410945,7.822040751,70.04592907,53.46576043,nM/L
concentration,5sec,17.08166647,7.680839799,70.04679909,52.5006138,nM/L
concentration,5sec,17.39922349,7.541214945,70.04766911,51.54624022,nM/L
concentration,5sec,17.71678052,7.405083369,70.04853912,50.61574415,nM/L
concentration,5sec,18.03433754,7.269533537,70.04940914,49.68922445,nM/L
concentration,5sec,18.35189456,7.140148069,70.05027916,48.80483984,nM/L
concentration,5sec,18.66945158,7.007639782,70.05114918,47.89910992,nM/L
concentration,5sec,18.98700861,6.882915581,70.0520192,47.04658634,nM/L
concentration,5sec,19.30456563,6.759539282,70.05288922,46.20327602,nM/L
concentration,5sec,19.62212265,6.638374503,70.05375924,45.37508204,nM/L
concentration,5sec,19.93967967,6.51433788,70.05462926,44.52725824,nM/L
concentration,5sec,20.22836788,8.699866998,70.05542019,59.46593983,nM/L
concentration,5sec,20.22836788,4.198107337,70.05542019,28.69519711,nM/L
concentration,5sec,20.2572367,6.396330608,70.05549928,43.72064667,nM/L
concentration,5sec,20.4015808,6.209670391,70.05589474,42.44477369,nM/L
concentration,5sec,20.34384316,8.394414827,70.05573656,57.37809177,nM/L
concentration,5sec,20.34384316,8.136422595,70.05573656,55.61464522,nM/L
concentration,5sec,20.34384316,7.886359444,70.05573656,53.90539606,nM/L
concentration,5sec,20.34384316,7.643981683,70.05573656,52.24867863,nM/L
concentration,5sec,20.34384316,7.40905311,70.05573656,50.6428784,nM/L
concentration,5sec,20.34384316,7.181344785,70.05573656,49.08643052,nM/L
concentration,5sec,20.34384316,6.9606348,70.05573656,47.57781818,nM/L
concentration,5sec,20.34384316,6.746708071,70.05573656,46.11557123,nM/L
concentration,5sec,20.34384316,5.954759141,70.05573656,40.70238647,nM/L
concentration,5sec,20.34384316,5.771746789,70.05573656,39.45144764,nM/L
concentration,5sec,20.34384316,5.594359102,70.05573656,38.2389549,nM/L
concentration,5sec,20.34384316,5.422423211,70.05573656,37.06372666,nM/L
concentration,5sec,20.34384316,5.255771563,70.05573656,35.92461766,nM/L
concentration,5sec,20.34384316,5.094241753,70.05573656,34.82051779,nM/L
concentration,5sec,20.34384316,4.937676367,70.05573656,33.75035111,nM/L
concentration,5sec,20.34384316,4.785922829,70.05573656,32.71307471,nM/L
concentration,5sec,20.34384316,4.638833254,70.05573656,31.70767775,nM/L
concentration,5sec,20.34384316,4.4962643,70.05573656,30.73318045,nM/L
concentration,5sec,20.34384316,4.358077031,70.05573656,29.78863316,nM/L
concentration,5sec,20.50262167,8.717483732,70.05617157,59.58635497,nM/L
concentration,5sec,20.50262167,4.18752442,70.05617157,28.62286001,nM/L
concentration,5sec,20.57479372,6.409774401,70.0563693,43.81253863,nM/L
concentration,5sec,20.72996363,6.282195771,70.05679442,42.94050425,nM/L
concentration,5sec,21.03669484,6.234996451,70.05763478,42.61788415,nM/L
concentration,5sec,21.35425186,6.167625631,70.0585048,42.15738641,nM/L
concentration,5sec,21.67180889,6.099409022,70.05937482,41.69110747,nM/L
concentration,5sec,21.98936591,6.034281583,70.06024484,41.24594384,nM/L
concentration,5sec,22.30692293,5.96830963,70.06111486,40.79500772,nM/L
concentration,5sec,22.62447995,5.906105506,70.06198488,40.36982574,nM/L
concentration,5sec,22.94203698,5.841534884,70.0628549,39.92846811,nM/L
concentration,5sec,23.259594,5.778415523,70.06372492,39.49703023,nM/L
concentration,5sec,23.57715102,5.715240917,70.06459493,39.06521474,nM/L
concentration,5sec,23.89470804,5.653486196,70.06546495,38.64310455,nM/L
concentration,5sec,24.21226507,5.591677425,70.06633497,38.22062492,nM/L
concentration,5sec,24.52982209,5.531971373,70.06720499,37.81251793,nM/L
concentration,5sec,24.84737911,5.472902843,70.06807501,37.40876858,nM/L
concentration,5sec,25.16493613,5.412370168,70.06894503,36.9950114,nM/L
concentration,5sec,25.48249316,5.353197485,70.06981505,36.59055014,nM/L
concentration,5sec,25.80005018,5.296037842,70.07068507,36.19984854,nM/L
concentration,5sec,26.1176072,5.238137004,70.07155509,35.80408068,nM/L
concentration,5sec,26.43516422,5.182874442,70.07242511,35.42634615,nM/L
concentration,5sec,26.75272125,5.126210804,70.07329513,35.03903488,nM/L
concentration,5sec,27.07027827,5.070820712,70.07416515,34.66042865,nM/L
concentration,5sec,27.38783529,5.016676193,70.07503517,34.29033625,nM/L
concentration,5sec,27.70539231,4.962469653,70.07590518,33.91981991,nM/L
concentration,5sec,28.02294934,4.908215669,70.0767752,33.54897928,nM/L
concentration,5sec,28.34050636,4.855181073,70.07764522,33.1864735,nM/L
concentration,5sec,28.65806338,4.802719531,70.07851524,32.8278847,nM/L
concentration,5sec,28.9756204,4.750212073,70.07938526,32.46898204,nM/L
concentration,5sec,29.29317743,4.699490905,70.08025528,32.12228917,nM/L
concentration,5sec,29.61073445,4.648711637,70.0811253,31.77519916,nM/L
concentration,5sec,29.92829147,4.597887925,70.08199532,31.42780537,nM/L
concentration,5sec,30.24584849,4.549380018,70.08286534,31.09624073,nM/L
concentration,5sec,30.56340552,4.499642285,70.08373536,30.75626989,nM/L
concentration,5sec,30.88096254,4.449874294,70.08460538,30.41609223,nM/L
concentration,5sec,31.19851956,4.401792201,70.0854754,30.08743815,nM/L
concentration,5sec,31.51607658,4.354791344,70.08634542,29.7661746,nM/L
concentration,5sec,31.83363361,4.308292345,70.08721543,29.44834139,nM/L
concentration,5sec,32.15119063,4.261740084,70.08808545,29.13014411,nM/L
concentration,5sec,32.46874765,4.214603394,70.08895547,28.80795211,nM/L
concentration,5sec,32.78630467,4.169601276,70.08982549,28.50035048,nM/L
concentration,5sec,33.1038617,4.124547608,70.09069551,28.1923965,nM/L
concentration,5sec,33.42141872,4.080507075,70.09156553,27.89136757,nM/L
concentration,5sec,33.73897574,4.035374901,70.09243555,27.58287697,nM/L
concentration,5sec,34.05653276,3.991771586,70.09330557,27.28483654,nM/L
concentration,5sec,34.37408979,3.949148791,70.09417559,26.99349823,nM/L
concentration,5sec,34.69164681,3.906477172,70.09504561,26.70182619,nM/L
concentration,5sec,35.00920383,3.864266632,70.09591563,26.41330575,nM/L
concentration,5sec,35.32676085,3.822512187,70.09678565,26.12790285,nM/L
concentration,5sec,35.64431788,3.781208911,70.09765567,25.84558381,nM/L
concentration,5sec,35.9618749,3.740834434,70.09852568,25.56961335,nM/L
concentration,5sec,36.27943192,3.699936416,70.0993957,25.29006436,nM/L
concentration,5sec,36.59698894,3.659957604,70.10026572,25.01679839,nM/L
concentration,5sec,36.91454597,3.620410774,70.10113574,24.74648513,nM/L
concentration,5sec,37.23210299,3.581291258,70.10200576,24.47909268,nM/L
concentration,5sec,37.54966001,3.541680627,70.10287578,24.20834332,nM/L
concentration,5sec,37.86721703,3.503411812,70.1037458,23.94676563,nM/L
concentration,5sec,38.18477406,3.465556502,70.10461582,23.68801436,nM/L
concentration,5sec,38.50233108,3.428994737,70.10548584,23.43810484,nM/L
concentration,5sec,38.8198881,3.392381084,70.10635586,23.18784063,nM/L
concentration,5sec,39.13744513,3.354859881,70.10722588,22.93137308,nM/L
concentration,5sec,39.45500215,3.318609715,70.1080959,22.6835934,nM/L
concentration,5sec,39.77255917,3.282751241,70.10896592,22.43849105,nM/L
concentration,5sec,40.09011619,3.246442591,70.10983593,22.19031163,nM/L
concentration,5sec,40.40767322,3.212606861,70.11070595,21.95903527,nM/L
concentration,5sec,40.72523024,3.177483881,70.11157597,21.71896023,nM/L
concentration,5sec,41.04278726,3.14315031,70.11244599,21.484281,nM/L
concentration,5sec,41.36034428,3.109187722,70.11331601,21.25213754,nM/L
concentration,5sec,41.67790131,3.07559211,70.11418603,21.02250246,nM/L
concentration,5sec,41.99545833,3.034912295,70.11505605,20.74444494,nM/L
concentration,5sec,42.23489972,2.97560646,70.11571205,20.33907355,nM/L
concentration,5sec,42.28414653,4.159034778,70.11584698,28.42812562,nM/L
concentration,5sec,42.30889123,1.804013029,70.11591477,12.33091613,nM/L
concentration,5sec,42.45351028,3.046851647,70.11631099,20.82605364,nM/L
concentration,5sec,42.39962181,4.005770653,70.11616335,27.38052394,nM/L
concentration,5sec,42.39962181,3.882658115,70.11616335,26.53901651,nM/L
concentration,5sec,42.39962181,3.763329293,70.11616335,25.72337179,nM/L
concentration,5sec,42.39962181,3.647667899,70.11616335,24.93279494,nM/L
concentration,5sec,42.39962181,3.535561219,70.11616335,24.16651551,nM/L
concentration,5sec,42.38999887,3.410733055,70.11613698,23.3132813,nM/L
concentration,5sec,42.41886769,2.881999818,70.11621608,19.69924688,nM/L
concentration,5sec,42.39962181,2.758940868,70.11616335,18.85810573,nM/L
concentration,5sec,42.39962181,2.674148143,70.11616335,18.27852456,nM/L
concentration,5sec,42.39962181,2.59196142,70.11616335,17.71675612,nM/L
concentration,5sec,42.39962181,2.512300607,70.11616335,17.17225295,nM/L
concentration,5sec,42.39962181,2.435088073,70.11616335,16.64448443,nM/L
concentration,5sec,42.39962181,2.360248573,70.11616335,16.13293625,nM/L
concentration,5sec,42.38999887,2.28004173,70.11613698,15.58470082,nM/L
concentration,5sec,42.41405622,2.181507646,70.11620289,14.91119375,nM/L
concentration,5sec,42.42849063,3.30839944,70.11624244,22.61380342,nM/L
concentration,5sec,42.42849063,3.206719767,70.11624244,21.9187954,nM/L
concentration,5sec,42.41405622,2.079648743,70.11620289,14.21496065,nM/L
concentration,5sec,42.41405622,2.015733243,70.11620289,13.77808095,nM/L
concentration,5sec,42.41405622,1.953782109,70.11620289,13.35462822,nM/L
concentration,5sec,42.41405622,1.893734969,70.11620289,12.94418981,nM/L
concentration,5sec,42.57283473,4.168713115,70.1166379,28.49427967,nM/L
concentration,5sec,42.54717356,1.799125358,70.1165676,12.29750757,nM/L
concentration,5sec,42.66521496,2.964236705,70.116891,20.2613582,nM/L
concentration,5sec,42.97699822,2.94821371,70.1177452,20.1518367,nM/L
concentration,5sec,43.29455524,2.921251983,70.11861522,19.96754602,nM/L
concentration,5sec,43.61211226,2.89267057,70.11948524,19.77218435,nM/L
concentration,5sec,43.92966928,2.867326161,70.12035526,19.59894847,nM/L
concentration,5sec,44.24722631,2.840371296,70.12122528,19.41470469,nM/L
concentration,5sec,44.56478333,2.8143958,70.1220953,19.23715516,nM/L
concentration,5sec,44.88234035,2.78757892,70.12296532,19.05385454,nM/L
concentration,5sec,45.19989737,2.762086215,70.12383534,18.87960503,nM/L
concentration,5sec,45.5174544,2.737179695,70.12470535,18.70936223,nM/L
concentration,5sec,45.83501142,2.711798075,70.12557537,18.53587201,nM/L
concentration,5sec,46.15256844,2.685958794,70.12644539,18.35925355,nM/L
concentration,5sec,46.47012546,2.661052141,70.12731541,18.18900985,nM/L
concentration,5sec,46.78768249,2.636716537,70.12818543,18.02266943,nM/L
concentration,5sec,47.10523951,2.611592668,70.12905545,17.850941,nM/L
concentration,5sec,47.42279653,2.588043191,70.12992547,17.68997396,nM/L
concentration,5sec,47.74035355,2.563713781,70.13079549,17.52367588,nM/L
concentration,5sec,48.05791058,2.540923778,70.13166551,17.36790006,nM/L
concentration,5sec,48.3754676,2.517037324,70.13253553,17.20462969,nM/L
concentration,5sec,48.69302462,2.493375419,70.13340555,17.04289418,nM/L
concentration,5sec,49.01058164,2.47089194,70.13427557,16.88921354,nM/L
concentration,5sec,49.32813867,2.447663834,70.13514559,16.73044316,nM/L
concentration,5sec,49.64569569,2.424654088,70.1360156,16.57316533,nM/L
concentration,5sec,49.96325271,2.403410249,70.13688562,16.42795796,nM/L
concentration,5sec,50.28080973,2.380816517,70.13775564,16.2735237,nM/L
concentration,5sec,50.59836676,2.357826824,70.13862566,16.11638294,nM/L
concentration,5sec,50.91592378,2.337469994,70.13949568,15.97723851,nM/L
concentration,5sec,51.2334808,2.315197486,70.1403657,15.8249999,nM/L
concentration,5sec,51.55103782,2.29402476,70.14123572,15.6802786,nM/L
concentration,5sec,51.86859485,2.272166219,70.14210574,15.53086957,nM/L
concentration,5sec,52.18615187,2.251096626,70.14297576,15.38685322,nM/L
concentration,5sec,52.50370889,2.230510109,70.14384578,15.24613882,nM/L
concentration,5sec,52.82126591,2.210111858,70.1447158,15.10671126,nM/L
concentration,5sec,53.13882294,2.189052878,70.14558582,14.96276745,nM/L
concentration,5sec,53.45637996,2.169033758,70.14645584,14.82593136,nM/L
concentration,5sec,53.77393698,2.149197714,70.14732585,14.69034665,nM/L
concentration,5sec,54.091494,2.128719153,70.14819587,14.55037015,nM/L
concentration,5sec,54.40905103,2.109796013,70.14906589,14.42102538,nM/L
concentration,5sec,54.72660805,2.089692889,70.14993591,14.2836151,nM/L
concentration,5sec,55.04416507,2.070582427,70.15080593,14.15298993,nM/L
concentration,5sec,55.36172209,2.051382103,70.15167595,14.02175053,nM/L
concentration,5sec,55.67927912,2.032359822,70.15254597,13.8917281,nM/L
concentration,5sec,55.99683614,2.013513932,70.15341599,13.76291136,nM/L
concentration,5sec,56.31439316,1.995100134,70.15428601,13.63704808,nM/L
concentration,5sec,56.63195018,1.976599751,70.15515603,13.51059297,nM/L
concentration,5sec,56.94950721,1.958018335,70.15602605,13.38358397,nM/L
concentration,5sec,57.26706423,1.940612632,70.15689607,13.26461129,nM/L
concentration,5sec,57.58462125,1.92236952,70.15776609,13.1399147,nM/L
concentration,5sec,57.90217827,1.904543561,70.1586361,13.01806945,nM/L
concentration,5sec,58.2197353,1.886882901,70.15950612,12.89735407,nM/L
concentration,5sec,58.53729232,1.869627157,70.16037614,12.7794064,nM/L
concentration,5sec,58.85484934,1.852051358,70.16124616,12.65927107,nM/L
concentration,5sec,59.17240636,1.834877453,70.16211618,12.5418828,nM/L
concentration,5sec,59.48996339,1.817628326,70.1629862,12.42398036,nM/L
concentration,5sec,59.80752041,1.801005923,70.16385622,12.31036174,nM/L
concentration,5sec,60.12507743,1.784075212,70.16472624,12.19463576,nM/L
concentration,5sec,60.44263445,1.767531643,70.16559626,12.081556,nM/L
concentration,5sec,60.76019148,1.751819261,70.16646628,11.97415763,nM/L
concentration,5sec,61.0777485,1.734679531,70.1673363,11.85700295,nM/L
concentration,5sec,61.39530552,1.719480971,70.16820632,11.75311668,nM/L
concentration,5sec,61.71286254,1.703316651,70.16907634,11.64262919,nM/L
concentration,5sec,62.03041957,1.68752195,70.16994635,11.53466814,nM/L
concentration,5sec,62.34797659,1.671658067,70.17081637,11.42623422,nM/L
concentration,5sec,62.66553361,1.656584249,70.17168639,11.32320061,nM/L
concentration,5sec,62.98309063,1.641222892,70.17255641,11.21820159,nM/L
concentration,5sec,63.30064766,1.626003981,70.17342643,11.11417622,nM/L
concentration,5sec,63.62264604,1.610094575,70.17430862,11.00543113,nM/L
concentration,5sec,63.72955584,1.574416537,70.17460152,10.76156212,nM/L
concentration,5sec,63.73367996,2.283232734,70.17461282,15.60651219,nM/L
concentration,5sec,63.76062419,0.936017639,70.17468664,6.397933281,nM/L
concentration,5sec,63.83472083,2.194751222,70.17488965,15.00171717,nM/L
concentration,5sec,63.83472083,2.127298186,70.17488965,14.54065746,nM/L
concentration,5sec,63.82028642,2.069737518,70.1748501,14.14721475,nM/L
concentration,5sec,63.83472083,2.000439062,70.17488965,13.6735411,nM/L
concentration,5sec,63.83472083,1.938957976,70.17488965,13.25330127,nM/L
concentration,5sec,63.83472083,1.879366438,70.17488965,12.84597702,nM/L
concentration,5sec,63.83472083,1.821606373,70.17488965,12.45117138,nM/L
concentration,5sec,63.83472083,1.765740797,70.17488965,12.06931508,nM/L
concentration,5sec,63.83472083,1.715409132,70.17488965,11.72528457,nM/L
concentration,5sec,63.83472083,1.514356168,70.17488965,10.35103327,nM/L
concentration,5sec,63.83472083,1.468211012,70.17488965,10.03561867,nM/L
concentration,5sec,63.83472083,1.423087314,70.17488965,9.727186018,nM/L
concentration,5sec,63.83472083,1.379350439,70.17488965,9.428232669,nM/L
concentration,5sec,63.83472083,1.336957765,70.17488965,9.138467291,nM/L
concentration,5sec,63.83472083,1.295867978,70.17488965,8.857607503,nM/L
concentration,5sec,63.83472083,1.256041036,70.17488965,8.585379602,nM/L
concentration,5sec,63.83472083,1.217438127,70.17488965,8.321518298,nM/L
concentration,5sec,63.83472083,1.180021632,70.17488965,8.065766454,nM/L
concentration,5sec,63.83472083,1.143755088,70.17488965,7.817874834,nM/L
concentration,5sec,63.83472083,1.108603153,70.17488965,7.577601865,nM/L
concentration,5sec,63.84503112,1.070617154,70.17491789,7.31795731,nM/L
concentration,5sec,63.83472083,1.037328432,70.17488965,7.090419906,nM/L
concentration,5sec,63.82028642,1.009498988,70.1748501,6.900198144,nM/L
concentration,5sec,63.82028642,0.978195619,70.1748501,6.686231164,nM/L
concentration,5sec,63.83472083,1.663474685,70.17488965,11.3702986,nM/L
concentration,5sec,64.02236816,1.59844802,70.17540375,10.92582379,nM/L
concentration,5sec,63.96463052,1.563411453,70.17524556,10.68633939,nM/L
concentration,5sec,64.00793375,2.291511107,70.1753642,15.66309711,nM/L
concentration,5sec,64.00793375,0.93220822,70.1753642,6.371894877,nM/L
concentration,5sec,64.33992518,1.580768494,70.17627377,10.80497945,nM/L
concentration,5sec,64.65748221,1.567727126,70.17714379,10.71583818,nM/L
concentration,5sec,64.97503923,1.554993917,70.17801381,10.62880326,nM/L
concentration,5sec,65.29259625,1.54216519,70.17888383,10.54111545,nM/L
concentration,5sec,65.61015327,1.530429045,70.17975384,10.46089573,nM/L
concentration,5sec,65.9277103,1.517411461,70.18062386,10.37191702,nM/L
concentration,5sec,66.24526732,1.50508692,70.18149388,10.28767546,nM/L
concentration,5sec,66.56282434,1.492862481,70.1823639,10.20411812,nM/L
concentration,5sec,66.88038136,1.48073733,70.18323392,10.12123944,nM/L
concentration,5sec,67.19793839,1.46871066,70.18410394,10.0390339,nM/L
concentration,5sec,67.51549541,1.456781671,70.18497396,9.957496045,nM/L
concentration,5sec,67.83305243,1.444576846,70.18584398,9.874072771,nM/L
concentration,5sec,68.15060945,1.433768298,70.186714,9.800193422,nM/L
concentration,5sec,68.46816648,1.42304062,70.18758402,9.726866849,nM/L
concentration,5sec,68.7857235,1.410936465,70.18845404,9.644131679,nM/L
concentration,5sec,69.10328052,1.399657256,70.18932406,9.56703524,nM/L
concentration,5sec,69.42083754,1.387931015,70.19019408,9.486883222,nM/L
concentration,5sec,69.73839457,1.376835715,70.19106409,9.411043847,nM/L
concentration,5sec,70.05595159,1.366005303,70.19193411,9.337015061,nM/L
concentration,5sec,70.37350861,1.354735736,70.19280413,9.259984522,nM/L
concentration,5sec,70.69106563,1.343559142,70.19367415,9.183589486,nM/L
concentration,5sec,71.00862266,1.332646644,70.19454417,9.108999619,nM/L
concentration,5sec,71.32617968,1.321993294,70.19541419,9.036181095,nM/L
concentration,5sec,71.6437367,1.311425108,70.19628421,8.963944691,nM/L
concentration,5sec,71.96129372,1.300605828,70.19715423,8.889991989,nM/L
concentration,5sec,72.27885075,1.289875807,70.19802425,8.816649398,nM/L
concentration,5sec,72.59640777,1.279564372,70.19889427,8.746167959,nM/L
concentration,5sec,72.91396479,1.269499113,70.19976429,8.677369194,nM/L
concentration,5sec,73.23152181,1.259025723,70.20063431,8.605780744,nM/L
concentration,5sec,73.54907884,1.248316652,70.20150433,8.532581353,nM/L
concentration,5sec,73.86663586,1.238656958,70.20237434,8.466554739,nM/L
concentration,5sec,74.18419288,1.228596485,70.20324436,8.397788688,nM/L
concentration,5sec,74.5017499,1.21908939,70.20411438,8.332805124,nM/L
concentration,5sec,74.81930693,1.208564106,70.2049844,8.260861968,nM/L
concentration,5sec,75.13686395,1.198748049,70.20585442,8.19376657,nM/L
concentration,5sec,75.45442097,1.188398387,70.20672444,8.123023836,nM/L
concentration,5sec,75.77197799,1.178290061,70.20759446,8.053930697,nM/L
concentration,5sec,76.08953502,1.169172245,70.20846448,7.991607966,nM/L
concentration,5sec,76.40709204,1.159676133,70.2093345,7.926699472,nM/L
concentration,5sec,76.72464906,1.149812113,70.21020452,7.859276237,nM/L
concentration,5sec,77.04220608,1.141061843,70.21107454,7.799465778,nM/L
concentration,5sec,77.35976311,1.131502099,70.21194456,7.734122345,nM/L
concentration,5sec,77.67732013,1.122601521,70.21281458,7.673284494,nM/L
concentration,5sec,77.99487715,1.113196437,70.21368459,7.608998201,nM/L
concentration,5sec,78.31243417,1.104012546,70.21455461,7.546223831,nM/L
concentration,5sec,78.6299912,1.095045666,70.21542463,7.484932782,nM/L
concentration,5sec,78.94754822,1.086431861,70.21629465,7.426055096,nM/L
concentration,5sec,79.26510524,1.077468779,70.21716467,7.36479001,nM/L
concentration,5sec,79.58266226,1.068993236,70.21803469,7.306857387,nM/L
concentration,5sec,79.90021929,1.060174023,70.21890471,7.246575684,nM/L
concentration,5sec,80.21777631,1.051834523,70.21977473,7.189572953,nM/L
concentration,5sec,80.53533333,1.04315687,70.22064475,7.130258849,nM/L
concentration,5sec,80.85289035,1.034550807,70.22151477,7.071434088,nM/L
concentration,5sec,81.17044738,1.025883406,70.22238479,7.012190059,nM/L
concentration,5sec,81.4880044,1.017682361,70.22325481,6.956133702,nM/L
concentration,5sec,81.80556142,1.009416661,70.22412483,6.899635414,nM/L
concentration,5sec,82.12311844,1.001993289,70.22499485,6.848894661,nM/L
concentration,5sec,82.44067547,0.994111448,70.22586486,6.795020154,nM/L
concentration,5sec,82.75823249,0.985655696,70.22673488,6.737222802,nM/L
concentration,5sec,83.07578951,0.978154685,70.2276049,6.685951364,nM/L
concentration,5sec,83.39334653,0.970084891,70.22847492,6.630792147,nM/L
concentration,5sec,83.71090356,0.962081674,70.22934494,6.576087995,nM/L
concentration,5sec,84.02846058,0.954144483,70.23021496,6.521835152,nM/L
concentration,5sec,84.3460176,0.946394843,70.23108498,6.468864273,nM/L
concentration,5sec,84.68831933,0.935261448,70.23202279,6.39276451,nM/L
concentration,5sec,84.92339401,1.396120985,70.23266683,9.542863878,nM/L
concentration,5sec,84.94813871,0.445645724,70.23273463,3.046108848,nM/L
concentration,5sec,84.98113165,0.936745825,70.23282502,6.402910629,nM/L
concentration,5sec,85.0533037,1.282414823,70.23302275,8.765651561,nM/L
concentration,5sec,85.10000326,0.894495732,70.23315069,6.114119836,nM/L
concentration,5sec,85.0533037,0.52818465,70.23302275,3.61028469,nM/L
concentration,5sec,85.0533037,1.345798835,70.23302275,9.198898395,nM/L
concentration,5sec,85.07736105,1.22143555,70.23308866,8.348841765,nM/L
concentration,5sec,85.06773811,1.181771343,70.2330623,8.077726199,nM/L
concentration,5sec,85.06773811,1.145451024,70.2330623,7.829467012,nM/L
concentration,5sec,85.06773811,1.110246966,70.2330623,7.588837771,nM/L
concentration,5sec,85.06773811,1.076124862,70.2330623,7.35560398,nM/L
concentration,5sec,85.06773811,1.04305146,70.2330623,7.129538349,nM/L
concentration,5sec,85.06773811,1.01099453,70.2330623,6.910420573,nM/L
concentration,5sec,85.0533037,0.984942439,70.23302275,6.732347498,nM/L
concentration,5sec,85.07736105,0.839822294,70.23308866,5.740412124,nM/L
concentration,5sec,85.06773811,0.81255038,70.2330623,5.554001228,nM/L
concentration,5sec,85.06773811,0.787577622,70.2330623,5.383305688,nM/L
concentration,5sec,85.06773811,0.763372372,70.2330623,5.21785627,nM/L
concentration,5sec,85.06773811,0.739911042,70.2330623,5.057491741,nM/L
concentration,5sec,85.06773811,0.717170767,70.2330623,4.902055822,nM/L
concentration,5sec,85.06773811,0.695129387,70.2330623,4.751397039,nM/L
concentration,5sec,85.06773811,0.673765422,70.2330623,4.605368573,nM/L
concentration,5sec,85.06773811,0.653058053,70.2330623,4.463828115,nM/L
concentration,5sec,85.06773811,0.6329871,70.2330623,4.326637733,nM/L
concentration,5sec,85.06773811,0.613533004,70.2330623,4.193663732,nM/L
concentration,5sec,85.06773811,0.594676806,70.2330623,4.064776527,nM/L
concentration,5sec,85.06773811,0.57640013,70.2330623,3.939850515,nM/L
concentration,5sec,85.06773811,0.558685166,70.2330623,3.818763954,nM/L
concentration,5sec,85.0533037,0.544288534,70.23302275,3.720359084,nM/L
concentration,5sec,85.0533037,0.511346545,70.23302275,3.495191696,nM/L
concentration,5sec,85.0533037,0.495630925,70.23302275,3.387771188,nM/L
concentration,5sec,85.0533037,0.480398305,70.23302275,3.28365212,nM/L
concentration,5sec,85.0533037,0.465633842,70.23302275,3.182733026,nM/L
concentration,5sec,85.1976478,1.398091163,70.23341821,9.556330576,nM/L
concentration,5sec,85.18642104,0.44509946,70.23338745,3.042374982,nM/L
concentration,5sec,85.22651662,0.940316482,70.23349731,6.427317035,nM/L
