observation,series,Time,measurement,Units,time
plaque,Lecanemab,2.018542669,4276.781584,[nM],72.01854267
plaque,Lecanemab,2.103282392,4265.875198,[nM],72.10328239
plaque,Lecanemab,2.188022115,4259.694912,[nM],72.18802212
plaque,Lecanemab,2.272761838,4251.696896,[nM],72.27276184
plaque,Lecanemab,2.357501561,4245.51661,[nM],72.35750156
plaque,Lecanemab,2.442241284,4245.153064,[nM],72.44224128
plaque,Lecanemab,2.526981007,4240.426963,[nM],72.52698101
plaque,Lecanemab,2.61172073,4240.063417,[nM],72.61172073
plaque,Lecanemab,2.67334962,4241.517602,[nM],72.67334962
plaque,Lecanemab,2.973790456,4243.335333,[nM],72.97379046
plaque,Lecanemab,3.058530179,4245.51661,[nM],73.05853018
plaque,Lecanemab,3.143269902,4248.061434,[nM],73.1432699
plaque,Lecanemab,3.228009625,4253.151081,[nM],73.22800963
plaque,Lecanemab,3.312749348,4260.785551,[nM],73.31274935
plaque,Lecanemab,3.397489071,4264.057467,[nM],73.39748907
plaque,Lecanemab,3.482228794,4270.601299,[nM],73.48222879
plaque,Lecanemab,3.566968517,4276.418038,[nM],73.56696852
plaque,Lecanemab,3.65170824,4282.96187,[nM],73.65170824
plaque,Lecanemab,3.736447963,4290.596341,[nM],73.73644796
plaque,Lecanemab,3.821187686,4297.867265,[nM],73.82118769
plaque,Lecanemab,3.905927409,4305.501735,[nM],73.90592741
plaque,Lecanemab,3.971408104,4312.166749,[nM],73.9714081
plaque,Lecanemab,-0.006134969,5101.910828,[nM],69.99386503
plaque,Lecanemab,0.030674847,5101.910828,[nM],70.03067485
plaque,Lecanemab,0.104294479,5092.356688,[nM],70.10429448
plaque,Lecanemab,0.187116564,5044.585987,[nM],70.18711656
plaque,Lecanemab,0.141104294,5063.694268,[nM],70.14110429
plaque,Lecanemab,2.754601227,4242.038217,[nM],72.75460123
plaque,Lecanemab,2.883435583,4242.038217,[nM],72.88343558
plaque,Solanezumab,0.878408214,5185.283573,[nM],70.87840821
plaque,Solanezumab,0.963147937,5185.283573,[nM],70.96314794
plaque,Solanezumab,1.04788766,5185.283573,[nM],71.04788766
plaque,Solanezumab,1.132627383,5187.828396,[nM],71.13262738
plaque,Solanezumab,1.217367106,5189.646128,[nM],71.21736711
plaque,Solanezumab,1.302106829,5194.735775,[nM],71.30210683
plaque,Solanezumab,1.386846552,5196.553506,[nM],71.38684655
plaque,Solanezumab,1.471586275,5198.00769,[nM],71.47158628
plaque,Solanezumab,1.556325998,5201.279606,[nM],71.556326
plaque,Solanezumab,1.641065721,5205.278615,[nM],71.64106572
plaque,Solanezumab,1.725805444,5207.823438,[nM],71.72580544
plaque,Solanezumab,1.810545167,5212.549539,[nM],71.81054517
plaque,Solanezumab,1.89528489,5216.548547,[nM],71.89528489
plaque,Solanezumab,1.980024613,5222.001741,[nM],71.98002461
plaque,Solanezumab,2.064764336,5228.909119,[nM],72.06476434
plaque,Solanezumab,2.149504059,5236.180043,[nM],72.14950406
plaque,Solanezumab,2.234243782,5243.814513,[nM],72.23424378
plaque,Solanezumab,2.318983505,5251.085438,[nM],72.31898351
plaque,Solanezumab,2.403723228,5260.901185,[nM],72.40372323
plaque,Solanezumab,2.488462951,5270.716933,[nM],72.48846295
plaque,Solanezumab,2.573202674,5280.169135,[nM],72.57320267
plaque,Solanezumab,2.657942397,5290.711975,[nM],72.6579424
plaque,Solanezumab,2.74268212,5301.981908,[nM],72.74268212
plaque,Solanezumab,2.827421843,5312.888294,[nM],72.82742184
plaque,Solanezumab,2.912161566,5324.521773,[nM],72.91216157
plaque,Solanezumab,2.996901289,5336.882344,[nM],72.99690129
plaque,Solanezumab,3.081641012,5348.879369,[nM],73.08164101
plaque,Solanezumab,3.166380735,5361.603487,[nM],73.16638074
plaque,Solanezumab,3.251120458,5374.69115,[nM],73.25112046
plaque,Solanezumab,3.335860181,5387.415268,[nM],73.33586018
plaque,Solanezumab,3.420599904,5400.866478,[nM],73.4205999
plaque,Solanezumab,3.505339627,5415.04478,[nM],73.50533963
plaque,Solanezumab,3.590079351,5428.132444,[nM],73.59007935
plaque,Solanezumab,3.674819074,5441.9472,[nM],73.67481907
plaque,Solanezumab,3.759558797,5456.125502,[nM],73.7595588
plaque,Solanezumab,3.84429852,5470.667351,[nM],73.84429852
plaque,Solanezumab,3.929038243,5485.209199,[nM],73.92903824
plaque,Solanezumab,3.982963521,5491.874213,[nM],73.98296352
plaque,Solanezumab,0.003067485,5101.910828,[nM],70.00306749
plaque,Solanezumab,0.54601227,5168.789809,[nM],70.54601227
plaque,Solanezumab,0.398773006,5159.235669,[nM],70.39877301
plaque,Solanezumab,0.279141104,5149.681529,[nM],70.2791411
plaque,Solanezumab,0.159509202,5130.573248,[nM],70.1595092
plaque,Solanezumab,0.085889571,5111.464968,[nM],70.08588957
plaque,Solanezumab,0.693251534,5178.343949,[nM],70.69325153
plaque,Solanezumab,0.812883436,5178.343949,[nM],70.81288344
plaque,Crenezumab,0.048986077,5132.407796,[nM],70.04898608
plaque,Crenezumab,0.13629367,5147.959495,[nM],70.13629367
plaque,Crenezumab,0.323748209,5153.291506,[nM],70.32374821
plaque,Crenezumab,0.431598766,5165.288531,[nM],70.43159877
plaque,Crenezumab,0.516338489,5165.288531,[nM],70.51633849
plaque,Crenezumab,0.601078212,5168.196901,[nM],70.60107821
plaque,Crenezumab,0.685817935,5168.196901,[nM],70.68581794
plaque,Crenezumab,0.770557658,5167.833355,[nM],70.77055766
plaque,Crenezumab,0.855297381,5165.652077,[nM],70.85529738
plaque,Crenezumab,0.940037104,5165.288531,[nM],70.9400371
plaque,Crenezumab,1.024776827,5163.4708,[nM],71.02477683
plaque,Crenezumab,1.114138716,5161.289523,[nM],71.11413872
plaque,Crenezumab,1.188478564,5161.289523,[nM],71.18847856
plaque,Crenezumab,1.317514052,5157.290515,[nM],71.31751405
plaque,Crenezumab,1.402253775,5157.290515,[nM],71.40225378
plaque,Crenezumab,1.486993498,5156.199876,[nM],71.4869935
plaque,Crenezumab,1.571733221,5155.472783,[nM],71.57173322
plaque,Crenezumab,1.656472944,5153.291506,[nM],71.65647294
plaque,Crenezumab,1.741212667,5153.291506,[nM],71.74121267
plaque,Crenezumab,1.82595239,5153.291506,[nM],71.82595239
plaque,Crenezumab,1.910692113,5153.291506,[nM],71.91069211
plaque,Crenezumab,1.995431836,5151.110229,[nM],71.99543184
plaque,Crenezumab,2.080171559,5149.292498,[nM],72.08017156
plaque,Crenezumab,2.164911282,5147.838313,[nM],72.16491128
plaque,Crenezumab,2.249651005,5145.293489,[nM],72.24965101
plaque,Crenezumab,2.334390728,5145.293489,[nM],72.33439073
plaque,Crenezumab,2.419130451,5144.929943,[nM],72.41913045
plaque,Crenezumab,2.503870174,5141.294481,[nM],72.50387017
plaque,Crenezumab,2.588609897,5141.294481,[nM],72.5886099
plaque,Crenezumab,2.67334962,5141.294481,[nM],72.67334962
plaque,Crenezumab,2.758089343,5138.386111,[nM],72.75808934
plaque,Crenezumab,2.842829066,5137.295473,[nM],72.84282907
plaque,Crenezumab,2.927568789,5137.295473,[nM],72.92756879
plaque,Crenezumab,3.012308512,5137.295473,[nM],73.01230851
plaque,Crenezumab,3.097048235,5137.295473,[nM],73.09704824
plaque,Crenezumab,3.181787958,5134.750649,[nM],73.18178796
plaque,Crenezumab,3.266527681,5136.204834,[nM],73.26652768
plaque,Crenezumab,3.351267404,5130.751641,[nM],73.3512674
plaque,Crenezumab,3.436007127,5129.297456,[nM],73.43600713
plaque,Crenezumab,3.52074685,5129.297456,[nM],73.52074685
plaque,Crenezumab,3.605486573,5126.752633,[nM],73.60548657
plaque,Crenezumab,3.690226296,5125.298448,[nM],73.6902263
plaque,Crenezumab,3.774966019,5125.298448,[nM],73.77496602
plaque,Crenezumab,3.859705742,5125.298448,[nM],73.85970574
plaque,Crenezumab,3.944445465,5123.11717,[nM],73.94444547
plaque,Crenezumab,0.22392638,5149.681529,[nM],70.22392638
plaque,Crenezumab,0.003067485,5121.019108,[nM],70.00306749
plaque,Gantenerumab,0.65500349,4752.300032,[nM],70.65500349
plaque,Gantenerumab,0.739743213,4702.494201,[nM],70.73974321
plaque,Gantenerumab,0.824482936,4649.78,[nM],70.82448294
plaque,Gantenerumab,0.909222659,4597.792891,[nM],70.90922266
plaque,Gantenerumab,0.993962382,4547.259968,[nM],70.99396238
plaque,Gantenerumab,1.078702105,4495.999951,[nM],71.07870211
plaque,Gantenerumab,1.163441828,4445.467028,[nM],71.16344183
plaque,Gantenerumab,1.248181551,4396.024743,[nM],71.24818155
plaque,Gantenerumab,1.332921274,4345.491819,[nM],71.33292127
plaque,Gantenerumab,1.417660997,4295.322441,[nM],71.417661
plaque,Gantenerumab,1.50240072,4246.243703,[nM],71.50240072
plaque,Gantenerumab,1.587140443,4212.433905,[nM],71.58714044
plaque,Gantenerumab,1.671880166,4198.255602,[nM],71.67188017
plaque,Gantenerumab,1.756619889,4190.257586,[nM],71.75661989
plaque,Gantenerumab,1.841359612,4189.530493,[nM],71.84135961
plaque,Gantenerumab,1.918395724,4186.864488,[nM],71.91839572
plaque,Gantenerumab,2.149504059,4193.529502,[nM],72.14950406
plaque,Gantenerumab,2.234243782,4197.164964,[nM],72.23424378
plaque,Gantenerumab,2.318983505,4199.346241,[nM],72.31898351
plaque,Gantenerumab,2.403723228,4205.526527,[nM],72.40372323
plaque,Gantenerumab,2.488462951,4212.433905,[nM],72.48846295
plaque,Gantenerumab,2.573202674,4218.250644,[nM],72.57320267
plaque,Gantenerumab,2.657942397,4228.793484,[nM],72.6579424
plaque,Gantenerumab,2.74268212,4236.064409,[nM],72.74268212
plaque,Gantenerumab,2.827421843,4242.60824,[nM],72.82742184
plaque,Gantenerumab,2.912161566,4250.242711,[nM],72.91216157
plaque,Gantenerumab,2.996901289,4262.966828,[nM],72.99690129
plaque,Gantenerumab,3.081641012,4273.873215,[nM],73.08164101
plaque,Gantenerumab,3.166380735,4282.96187,[nM],73.16638074
plaque,Gantenerumab,3.251120458,4295.322441,[nM],73.25112046
plaque,Gantenerumab,3.335860181,4306.228828,[nM],73.33586018
plaque,Gantenerumab,3.420599904,4317.862307,[nM],73.4205999
plaque,Gantenerumab,3.505339627,4329.495785,[nM],73.50533963
plaque,Gantenerumab,3.590079351,4342.219903,[nM],73.59007935
plaque,Gantenerumab,3.674819074,4353.853382,[nM],73.67481907
plaque,Gantenerumab,3.757247713,4367.086464,[nM],73.75724771
plaque,Gantenerumab,3.84429852,4379.301617,[nM],73.84429852
plaque,Gantenerumab,3.929038243,4393.479919,[nM],73.92903824
plaque,Gantenerumab,3.982963521,4400.144933,[nM],73.98296352
plaque,Gantenerumab,-0.006134969,5101.910828,[nM],69.99386503
plaque,Gantenerumab,0.472392638,4863.057325,[nM],70.47239264
plaque,Gantenerumab,0.297546012,4977.707006,[nM],70.29754601
plaque,Gantenerumab,0.168711656,5044.585987,[nM],70.16871166
plaque,Gantenerumab,0.122699387,5073.248408,[nM],70.12269939
plaque,Gantenerumab,0.058282209,5101.910828,[nM],70.05828221
plaque,Bapineuzumab,0.140402263,5099.304893,[nM],70.14040226
plaque,Bapineuzumab,0.223601264,5081.672902,[nM],70.22360126
plaque,Bapineuzumab,0.308340987,5060.587222,[nM],70.30834099
plaque,Bapineuzumab,0.39308071,5036.593172,[nM],70.39308071
plaque,Bapineuzumab,0.477820433,5013.326214,[nM],70.47782043
plaque,Bapineuzumab,0.562560156,4988.605071,[nM],70.56256016
plaque,Bapineuzumab,0.647299879,4963.156836,[nM],70.64729988
plaque,Bapineuzumab,0.732039602,4939.526332,[nM],70.7320396
plaque,Bapineuzumab,0.816779325,4914.441644,[nM],70.81677933
plaque,Bapineuzumab,0.901519048,4889.356955,[nM],70.90151905
plaque,Bapineuzumab,0.986258771,4866.453543,[nM],70.98625877
plaque,Bapineuzumab,1.070998494,4842.82304,[nM],71.07099849
plaque,Bapineuzumab,1.155738217,4818.465443,[nM],71.15573822
plaque,Bapineuzumab,1.24047794,4795.562032,[nM],71.24047794
plaque,Bapineuzumab,1.325217663,4771.204435,[nM],71.32521766
plaque,Bapineuzumab,1.409957386,4747.573931,[nM],71.40995739
plaque,Bapineuzumab,1.494697109,4725.034066,[nM],71.49469711
plaque,Bapineuzumab,1.579436832,4704.675478,[nM],71.57943683
plaque,Bapineuzumab,1.664176555,4686.134621,[nM],71.66417656
plaque,Bapineuzumab,1.748916278,4669.775042,[nM],71.74891628
plaque,Bapineuzumab,1.833656001,4655.960286,[nM],71.833656
plaque,Bapineuzumab,1.918395724,4642.145529,[nM],71.91839572
plaque,Bapineuzumab,2.003135447,4633.42042,[nM],72.00313545
plaque,Bapineuzumab,2.08787517,4625.058857,[nM],72.08787517
plaque,Bapineuzumab,2.172614893,4618.515026,[nM],72.17261489
plaque,Bapineuzumab,2.257354616,4614.152471,[nM],72.25735462
plaque,Bapineuzumab,2.342094339,4609.42637,[nM],72.34209434
plaque,Bapineuzumab,2.426834062,4609.42637,[nM],72.42683406
plaque,Bapineuzumab,2.511573785,4609.42637,[nM],72.51157379
plaque,Bapineuzumab,2.596313508,4609.42637,[nM],72.59631351
plaque,Bapineuzumab,2.681053231,4609.42637,[nM],72.68105323
plaque,Bapineuzumab,2.765792954,4609.42637,[nM],72.76579295
plaque,Bapineuzumab,2.850532677,4611.971194,[nM],72.85053268
plaque,Bapineuzumab,2.9352724,4616.697294,[nM],72.9352724
plaque,Bapineuzumab,3.020012123,4619.242118,[nM],73.02001212
plaque,Bapineuzumab,3.104751846,4624.331765,[nM],73.10475185
plaque,Bapineuzumab,3.189491569,4630.875597,[nM],73.18949157
plaque,Bapineuzumab,3.274231292,4635.238151,[nM],73.27423129
plaque,Bapineuzumab,3.358971015,4641.781983,[nM],73.35897102
plaque,Bapineuzumab,3.443710738,4648.689361,[nM],73.44371074
plaque,Bapineuzumab,3.528450461,4657.050924,[nM],73.52845046
plaque,Bapineuzumab,3.613190184,4663.23121,[nM],73.61319018
plaque,Bapineuzumab,3.697929907,4671.229227,[nM],73.69792991
plaque,Bapineuzumab,3.78266963,4679.590789,[nM],73.78266963
plaque,Bapineuzumab,3.867409353,4688.679445,[nM],73.86740935
plaque,Bapineuzumab,3.952149076,4696.677462,[nM],73.95214908
plaque,Bapineuzumab,0.067484663,5111.464968,[nM],70.06748466
plaque,Bapineuzumab,-0.006134969,5111.464968,[nM],69.99386503
plaque,Aducanemab,0.064393299,5091.973378,[nM],70.0643933
plaque,Aducanemab,0.146565152,5058.315058,[nM],70.14656515
plaque,Aducanemab,0.229378972,5010.326958,[nM],70.22937897
plaque,Aducanemab,0.323748209,4956.249458,[nM],70.32374821
plaque,Aducanemab,0.408487932,4908.624904,[nM],70.40848793
plaque,Aducanemab,0.501701627,4856.964987,[nM],70.50170163
plaque,Aducanemab,0.611349693,4797.379763,[nM],70.61134969
plaque,Aducanemab,0.702765879,4746.592357,[nM],70.70276588
plaque,Aducanemab,0.801372102,4691.587815,[nM],70.8013721
plaque,Aducanemab,0.886111825,4643.963261,[nM],70.88611183
plaque,Aducanemab,0.970851548,4594.884522,[nM],70.97085155
plaque,Aducanemab,1.055591271,4547.98706,[nM],71.05559127
plaque,Aducanemab,1.138790272,4501.053244,[nM],71.13879027
plaque,Aducanemab,1.225070717,4453.828591,[nM],71.22507072
plaque,Aducanemab,1.30981044,4406.567583,[nM],71.30981044
plaque,Aducanemab,1.394550163,4359.670121,[nM],71.39455016
plaque,Aducanemab,1.479289886,4312.045567,[nM],71.47928989
plaque,Aducanemab,1.564029609,4275.690946,[nM],71.56402961
plaque,Aducanemab,1.659896771,4250.404287,[nM],71.65989677
plaque,Aducanemab,1.748916278,4233.883131,[nM],71.74891628
plaque,Aducanemab,1.829804195,4220.322857,[nM],71.8298042
plaque,Aducanemab,1.920321627,4204.526774,[nM],71.92032163
plaque,Aducanemab,2.018542669,4190.257586,[nM],72.01854267
plaque,Aducanemab,2.092277233,4178.104755,[nM],72.09227723
plaque,Aducanemab,2.188022115,4167.354174,[nM],72.18802212
plaque,Aducanemab,2.272761838,4158.265519,[nM],72.27276184
plaque,Aducanemab,2.357501561,4150.994594,[nM],72.35750156
plaque,Aducanemab,2.442241284,4145.541401,[nM],72.44224128
plaque,Aducanemab,2.526981007,4137.543385,[nM],72.52698101
plaque,Aducanemab,2.61172073,4137.543385,[nM],72.61172073
plaque,Aducanemab,2.696460453,4132.090191,[nM],72.69646045
plaque,Aducanemab,2.781200176,4129.545368,[nM],72.78120018
plaque,Aducanemab,2.865939899,4129.545368,[nM],72.8659399
plaque,Aducanemab,2.950679622,4130.999553,[nM],72.95067962
plaque,Aducanemab,3.035419345,4137.543385,[nM],73.03541935
plaque,Aducanemab,3.120159068,4137.543385,[nM],73.12015907
plaque,Aducanemab,3.204898791,4140.8153,[nM],73.20489879
plaque,Aducanemab,3.289638514,4145.541401,[nM],73.28963851
plaque,Aducanemab,3.374378237,4150.267502,[nM],73.37437824
plaque,Aducanemab,3.461429044,4154.73912,[nM],73.46142904
plaque,Aducanemab,3.543857683,4161.537435,[nM],73.54385768
plaque,Aducanemab,3.628597406,4168.444813,[nM],73.62859741
plaque,Aducanemab,3.713337129,4174.988645,[nM],73.71333713
plaque,Aducanemab,3.798076852,4182.259569,[nM],73.79807685
plaque,Aducanemab,3.882816575,4189.166947,[nM],73.88281658
plaque,Aducanemab,3.956963833,4196.528758,[nM],73.95696383
plaque,Aducanemab,-0.006134969,5101.910828,[nM],69.99386503
plaque,Placebo,0.003067485,5101.910828,[nM],70.00306749
plaque,Placebo,0.31595092,5168.789809,[nM],70.31595092
plaque,Placebo,0.987730061,5331.210191,[nM],70.98773006
plaque,Placebo,1.447852761,5436.305732,[nM],71.44785276
plaque,Placebo,2.579754601,5703.821656,[nM],72.5797546
plaque,Placebo,3.371165644,5885.350318,[nM],73.37116564
plaque,Placebo,3.978527607,6028.66242,[nM],73.97852761
SUVR,Lecanemab,0.137719107,1.373695668,[dimensionless],70.13771911
SUVR,Lecanemab,0.221431682,1.353114302,[dimensionless],70.22143168
SUVR,Lecanemab,0.305144257,1.331966217,[dimensionless],70.30514426
SUVR,Lecanemab,0.388856832,1.312234931,[dimensionless],70.38885683
SUVR,Lecanemab,0.472569407,1.293353725,[dimensionless],70.47256941
SUVR,Lecanemab,0.556281981,1.275039238,[dimensionless],70.55628198
SUVR,Lecanemab,0.639994556,1.25771651,[dimensionless],70.63999456
SUVR,Lecanemab,0.723707131,1.241952261,[dimensionless],70.72370713
SUVR,Lecanemab,0.807419706,1.226188012,[dimensionless],70.80741971
SUVR,Lecanemab,0.891132281,1.211415522,[dimensionless],70.89113228
SUVR,Lecanemab,0.974844856,1.197351432,[dimensionless],70.97484486
SUVR,Lecanemab,1.058557431,1.183429021,[dimensionless],71.05855743
SUVR,Lecanemab,1.142270005,1.17049837,[dimensionless],71.14227001
SUVR,Lecanemab,1.22598258,1.158701158,[dimensionless],71.22598258
SUVR,Lecanemab,1.309695155,1.146620586,[dimensionless],71.30969516
SUVR,Lecanemab,1.39340773,1.135248413,[dimensionless],71.39340773
SUVR,Lecanemab,1.477120305,1.12472632,[dimensionless],71.47712031
SUVR,Lecanemab,1.56083288,1.116471105,[dimensionless],71.56083288
SUVR,Lecanemab,1.644545455,1.112466287,[dimensionless],71.64454546
SUVR,Lecanemab,1.728258029,1.110728347,[dimensionless],71.72825803
SUVR,Lecanemab,1.811970604,1.108707047,[dimensionless],71.8119706
SUVR,Lecanemab,1.895683179,1.107960866,[dimensionless],71.89568318
SUVR,Lecanemab,1.979395754,1.105939567,[dimensionless],71.97939575
SUVR,Lecanemab,2.063108329,1.105901785,[dimensionless],72.06310833
SUVR,Lecanemab,2.146820904,1.106005684,[dimensionless],72.1468209
SUVR,Lecanemab,2.230533478,1.106109583,[dimensionless],72.23053348
SUVR,Lecanemab,2.314246053,1.106213481,[dimensionless],72.31424605
SUVR,Lecanemab,2.397958628,1.107450819,[dimensionless],72.39795863
SUVR,Lecanemab,2.481671203,1.108263117,[dimensionless],72.4816712
SUVR,Lecanemab,2.565383778,1.109642134,[dimensionless],72.56538378
SUVR,Lecanemab,2.649096353,1.110454433,[dimensionless],72.64909635
SUVR,Lecanemab,2.732808928,1.11211681,[dimensionless],72.73280893
SUVR,Lecanemab,2.816521502,1.114345907,[dimensionless],72.8165215
SUVR,Lecanemab,2.900234077,1.116291644,[dimensionless],72.90023408
SUVR,Lecanemab,2.983946652,1.116678902,[dimensionless],72.98394665
SUVR,Lecanemab,3.067659227,1.1181996,[dimensionless],73.06765923
SUVR,Lecanemab,3.151371802,1.120853736,[dimensionless],73.1513718
SUVR,Lecanemab,3.235084377,1.121949394,[dimensionless],73.23508438
SUVR,Lecanemab,3.318796952,1.124603531,[dimensionless],73.31879695
SUVR,Lecanemab,3.455781165,1.127890504,[dimensionless],73.45578117
SUVR,Lecanemab,0.009090909,1.394692134,[dimensionless],70.00909091
SUVR,Lecanemab,0.1,1.383634752,[dimensionless],70.1
SUVR,Lecanemab,0.063636364,1.391036428,[dimensionless],70.06363636
SUVR,Lecanemab,3.618181818,1.131086396,[dimensionless],73.61818182
SUVR,Lecanemab,3.945454545,1.142662798,[dimensionless],73.94545455
SUVR,Lecanemab,3.8,1.138758865,[dimensionless],73.8
SUVR,Lecanemab,3.718181818,1.134933914,[dimensionless],73.71818182
SUVR,Lecanemab,3.554545455,1.131007415,[dimensionless],73.55454546
SUVR,Solanezumab,0.312754491,1.405224166,[dimensionless],70.31275449
SUVR,Solanezumab,0.396467066,1.404477985,[dimensionless],70.39646707
SUVR,Solanezumab,0.480179641,1.403165085,[dimensionless],70.48017964
SUVR,Solanezumab,0.563892216,1.402843944,[dimensionless],70.56389222
SUVR,Solanezumab,0.64760479,1.400539284,[dimensionless],70.64760479
SUVR,Solanezumab,0.731317365,1.400359823,[dimensionless],70.73131737
SUVR,Solanezumab,0.81502994,1.399046923,[dimensionless],70.81502994
SUVR,Solanezumab,0.898742515,1.397450663,[dimensionless],70.89874252
SUVR,Solanezumab,0.98245509,1.397129521,[dimensionless],70.98245509
SUVR,Solanezumab,1.066167665,1.394541502,[dimensionless],71.06616767
SUVR,Solanezumab,1.14988024,1.394645401,[dimensionless],71.14988024
SUVR,Solanezumab,1.233592814,1.39418258,[dimensionless],71.23359281
SUVR,Solanezumab,1.317305389,1.39173624,[dimensionless],71.31730539
SUVR,Solanezumab,1.401017964,1.391840139,[dimensionless],71.40101796
SUVR,Solanezumab,1.484730539,1.391944037,[dimensionless],71.48473054
SUVR,Solanezumab,1.568443114,1.389214338,[dimensionless],71.56844311
SUVR,Solanezumab,1.652155689,1.389034877,[dimensionless],71.65215569
SUVR,Solanezumab,1.735868263,1.389138776,[dimensionless],71.73586826
SUVR,Solanezumab,1.819580838,1.389242674,[dimensionless],71.81958084
SUVR,Solanezumab,1.903293413,1.389346573,[dimensionless],71.90329341
SUVR,Solanezumab,1.987005988,1.389450471,[dimensionless],71.98700599
SUVR,Solanezumab,2.070718563,1.38955437,[dimensionless],72.07071856
SUVR,Solanezumab,2.154431138,1.391216747,[dimensionless],72.15443114
SUVR,Solanezumab,2.238143713,1.392879125,[dimensionless],72.23814371
SUVR,Solanezumab,2.321856287,1.393266383,[dimensionless],72.32185629
SUVR,Solanezumab,2.405568862,1.396203879,[dimensionless],72.40556886
SUVR,Solanezumab,2.489281437,1.397016178,[dimensionless],72.48928144
SUVR,Solanezumab,2.572994012,1.399528634,[dimensionless],72.57299401
SUVR,Solanezumab,2.656706587,1.402324451,[dimensionless],72.65670659
SUVR,Solanezumab,2.740419162,1.403986828,[dimensionless],72.74041916
SUVR,Solanezumab,2.824131737,1.406499285,[dimensionless],72.82413174
SUVR,Solanezumab,2.904039194,1.4077319,[dimensionless],72.90403919
SUVR,Solanezumab,3.197033206,1.420563375,[dimensionless],73.19703321
SUVR,Solanezumab,3.280745781,1.422225753,[dimensionless],73.28074578
SUVR,Solanezumab,3.364458356,1.425729968,[dimensionless],73.36445836
SUVR,Solanezumab,3.448170931,1.428809145,[dimensionless],73.44817093
SUVR,Solanezumab,3.531883506,1.432313361,[dimensionless],73.53188351
SUVR,Solanezumab,3.615596081,1.435817577,[dimensionless],73.61559608
SUVR,Solanezumab,3.699308655,1.439463472,[dimensionless],73.69930866
SUVR,Solanezumab,3.78302123,1.442967688,[dimensionless],73.78302123
SUVR,Solanezumab,3.866733805,1.446613584,[dimensionless],73.86673381
SUVR,Solanezumab,3.95044638,1.45025948,[dimensionless],73.95044638
SUVR,Solanezumab,0,1.398404255,[dimensionless],70
SUVR,Solanezumab,0.136363636,1.406020309,[dimensionless],70.13636364
SUVR,Solanezumab,0.254545455,1.406166989,[dimensionless],70.25454546
SUVR,Solanezumab,3.045454545,1.413354288,[dimensionless],73.04545455
SUVR,Crenezumab,0.042591181,1.404180457,[dimensionless],70.04259118
SUVR,Crenezumab,0.149134458,1.410546607,[dimensionless],70.14913446
SUVR,Crenezumab,0.248067501,1.417215007,[dimensionless],70.2480675
SUVR,Crenezumab,0.358415895,1.423274184,[dimensionless],70.3584159
SUVR,Crenezumab,0.4040773,1.423330856,[dimensionless],70.4040773
SUVR,Crenezumab,0.738927599,1.424596529,[dimensionless],70.7389276
SUVR,Crenezumab,0.822640174,1.425408827,[dimensionless],70.82264017
SUVR,Crenezumab,0.906352749,1.425087686,[dimensionless],70.90635275
SUVR,Crenezumab,0.990065324,1.424058146,[dimensionless],70.99006532
SUVR,Crenezumab,1.073777899,1.424162044,[dimensionless],71.0737779
SUVR,Crenezumab,1.157490474,1.424265943,[dimensionless],71.15749047
SUVR,Crenezumab,1.241203048,1.423094723,[dimensionless],71.24120305
SUVR,Crenezumab,1.324915623,1.423056941,[dimensionless],71.32491562
SUVR,Crenezumab,1.407782617,1.421632796,[dimensionless],71.40778262
SUVR,Crenezumab,1.492340773,1.42156458,[dimensionless],71.49234077
SUVR,Crenezumab,1.576053348,1.421243439,[dimensionless],71.57605335
SUVR,Crenezumab,1.659765923,1.420213898,[dimensionless],71.65976592
SUVR,Crenezumab,1.743478498,1.420317797,[dimensionless],71.7434785
SUVR,Crenezumab,1.827191072,1.420280015,[dimensionless],71.82719107
SUVR,Crenezumab,1.910903647,1.418967115,[dimensionless],71.91090365
SUVR,Crenezumab,1.994616222,1.419071014,[dimensionless],71.99461622
SUVR,Crenezumab,2.078328797,1.419174912,[dimensionless],72.0783288
SUVR,Crenezumab,2.162041372,1.418853771,[dimensionless],72.16204137
SUVR,Crenezumab,2.245753947,1.41881599,[dimensionless],72.24575395
SUVR,Crenezumab,2.325661404,1.418235102,[dimensionless],72.3256614
SUVR,Crenezumab,2.428399565,1.41649244,[dimensionless],72.42839957
SUVR,Crenezumab,2.512112139,1.416454658,[dimensionless],72.51211214
SUVR,Crenezumab,2.595824714,1.415708478,[dimensionless],72.59582471
SUVR,Crenezumab,2.679537289,1.415245657,[dimensionless],72.67953729
SUVR,Crenezumab,2.763249864,1.415349555,[dimensionless],72.76324986
SUVR,Crenezumab,2.846962439,1.415170094,[dimensionless],72.84696244
SUVR,Crenezumab,2.930675014,1.414282233,[dimensionless],72.93067501
SUVR,Crenezumab,3.014387588,1.414102772,[dimensionless],73.01438759
SUVR,Crenezumab,3.098100163,1.414206671,[dimensionless],73.09810016
SUVR,Crenezumab,3.181812738,1.414310569,[dimensionless],73.18181274
SUVR,Crenezumab,3.259606242,1.413714464,[dimensionless],73.25960624
SUVR,Crenezumab,3.379678824,1.41172255,[dimensionless],73.37967882
SUVR,Crenezumab,3.463391399,1.411543089,[dimensionless],73.4633914
SUVR,Crenezumab,3.547103974,1.411080268,[dimensionless],73.54710397
SUVR,Crenezumab,3.630816549,1.410334087,[dimensionless],73.63081655
SUVR,Crenezumab,3.714529124,1.410296306,[dimensionless],73.71452912
